Unknown,Unknown
1.7210526315789476,13.520519055254798
1.7210526315789476,13.520282057279394
1.7210526315789476,13.52004505930399
1.7210526315789476,13.519808061328584
1.7210526315789476,13.51957106335318
1.7210526315789476,13.519334065377777
1.7210526315789476,13.519097067402374
1.7210526315789476,13.518860069426967
1.7210526315789476,13.518623071451564
1.7210526315789476,13.51838607347616
1.7210526315789476,13.518149075500757
1.7210526315789476,13.517912077525352
1.7210526315789476,13.517675079549948
1.7210526315789476,13.517438081574541
1.7210526315789476,13.51720108359914
1.7210526315789476,13.516964085623735
1.7210526315789476,13.51672708764833
1.7210526315789476,13.516490089672926
1.7210526315789476,13.516225584944376
1.7210526315789476,13.515672242261422
1.7210526315789476,13.515136395811224
1.7210526315789476,13.514637431964898
1.7210526315789476,13.514170448978113
1.7210526315789476,13.513731376903479
1.7210526315789476,13.513316808325326
1.7210526315789476,13.5129238688126
1.7210526315789476,13.512550116625583
1.7210526315789476,13.512193739642635
1.7210526315789476,13.511902383368655
1.7210526315789476,13.51163835661931
1.7210526315789476,13.511380353550216
1.7210526315789476,13.511127801881939
1.7210526315789476,13.510877028766284
1.7210526315789476,13.510617599198193
1.7210526315789476,13.510362328388155
1.7210526315789476,13.510112378724513
1.7210526315789476,13.509867313773501
1.7210526315789476,13.509659447898569
2.1,13.509440274645204
0.5,8.126541749883955
