Unknown,Unknown
0.97,3.0674093303633274
0.97,6.874828503502644
0.97,8.395276279530792
0.97,9.261567503202622
0.97,9.51772079310607
0.9592592592592593,9.714021665512288
0.9592592592592593,9.714586900764909
0.9592592592592593,9.715350005369856
0.9592592592592593,9.716030651137126
0.9592592592592593,9.716570762560737
0.9592592592592593,9.717013842742746
0.9592592592592593,9.717434332663155
0.9592592592592593,9.717843545964955
0.9592592592592593,9.718189473403518
0.9592592592592593,9.718492120085068
0.9592592592592593,9.718740218475283
0.9592592592592593,9.718945148351615
0.9592592592592593,9.719117028458593
0.9592592592592593,9.719264946492615
0.9592592592592593,9.719396951410822
0.9592592592592593,9.719519943575655
0.9592592592592593,9.719639563344273
0.9592592592592593,9.719760141586626
0.9592592592592593,9.719886862410364
0.9592592592592593,9.720024682760169
0.9592592592592593,9.72016825871946
0.9592592592592593,9.720317754859956
0.9592592592592593,9.720472884550347
0.9592592592592593,9.720633070794655
0.9592592592592593,9.720797579636967
0.9592592592592593,9.72096562265937
0.9592592592592593,9.72113642981678
0.97,9.672478312036596
0.97,9.273395976995205
0.97,8.427075752689209
0.97,7.2280997404594896
0.97,7.014872598939448
0.8333333333333334,7.229305743477383
0.8333333333333334,7.23465664018272
0.8333333333333334,7.239955071316884
